1	1	1	1	0.149	0.699
1	1	1	2	0.149	0.700
1	1	1	3	0.150	0.699
1	1	1	4	0.148	0.701
1	1	1	5	0.149	0.700
1	1	1	6	0.146	0.702
1	1	1	7	0.150	0.699
1	1	1	8	0.148	0.700
1	1	1	9	0.149	0.700
1	1	1	10	0.146	0.703
1	2	1	1	0.011	0.917
1	2	1	2	0.011	0.917
1	2	1	3	0.012	0.914
1	2	1	4	0.010	0.919
1	2	1	5	0.011	0.918
1	2	1	6	0.011	0.915
1	2	1	7	0.011	0.917
1	2	1	8	0.011	0.915
1	2	1	9	0.011	0.917
1	2	1	10	0.011	0.916
1	3	1	1	0.001	0.979
1	3	1	2	0.001	0.981
1	3	1	3	0.000	0.997
1	3	1	4	0.001	0.980
1	3	1	5	0.001	0.979
1	3	1	6	0.000	0.985
1	3	1	7	0.000	0.992
1	3	1	8	0.000	0.987
1	3	1	9	0.000	0.986
1	3	1	10	0.000	0.986
1	4	1	1	0.149	0.699
1	4	1	2	0.154	0.695
1	4	1	3	0.149	0.700
1	4	1	4	0.149	0.699
1	4	1	5	0.145	0.703
1	4	1	6	0.157	0.692
1	4	1	7	0.157	0.692
1	4	1	8	0.157	0.692
1	4	1	9	0.148	0.700
1	4	1	10	0.157	0.692
1	5	1	1	1.003	0.317
1	5	1	2	1.005	0.316
1	5	1	3	0.994	0.319
1	5	1	4	0.993	0.319
1	5	1	5	1.004	0.316
1	5	1	6	1.006	0.316
1	5	1	7	0.991	0.319
1	5	1	8	1.001	0.317
1	5	1	9	1.003	0.317
1	5	1	10	1.013	0.314
1	6	1	1	0.056	0.813
1	6	1	2	0.055	0.814
1	6	1	3	0.052	0.819
1	6	1	4	0.058	0.810
1	6	1	5	0.054	0.817
1	6	1	6	0.055	0.814
1	6	1	7	0.052	0.820
1	6	1	8	0.054	0.816
1	6	1	9	0.054	0.816
1	6	1	10	0.055	0.815
1	7	1	1	0.651	0.420
1	7	1	2	0.652	0.419
1	7	1	3	0.648	0.421
1	7	1	4	0.637	0.425
1	7	1	5	0.649	0.420
1	7	1	6	0.651	0.420
1	7	1	7	0.617	0.432
1	7	1	8	0.643	0.423
1	7	1	9	0.644	0.422
1	7	1	10	0.659	0.417
1	8	1	1	0.000	0.987
1	8	1	2	0.000	0.985
1	8	1	3	0.001	0.979
1	8	1	4	0.000	0.987
1	8	1	5	0.000	0.989
1	8	1	6	0.000	0.990
1	8	1	7	0.000	0.998
1	8	1	8	0.001	0.981
1	8	1	9	0.000	0.986
1	8	1	10	0.000	0.985
1	9	1	1	0.096	0.756
1	9	1	2	0.095	0.758
1	9	1	3	0.095	0.758
1	9	1	4	0.097	0.756
1	9	1	5	0.095	0.758
1	9	1	6	0.089	0.765
1	9	1	7	0.104	0.747
1	9	1	8	0.096	0.757
1	9	1	9	0.096	0.757
1	9	1	10	0.096	0.756
1	10	1	1	0.021	0.884
1	10	1	2	0.021	0.885
1	10	1	3	0.020	0.889
1	10	1	4	0.021	0.884
1	10	1	5	0.020	0.889
1	10	1	6	0.020	0.888
1	10	1	7	0.016	0.899
1	10	1	8	0.021	0.885
1	10	1	9	0.019	0.892
1	10	1	10	0.020	0.888
1	11	1	1	1.427	0.232
1	11	1	2	1.412	0.235
1	11	1	3	1.392	0.238
1	11	1	4	1.422	0.233
1	11	1	5	1.426	0.232
1	11	1	6	1.410	0.235
1	11	1	7	1.437	0.231
1	11	1	8	1.402	0.236
1	11	1	9	1.406	0.236
1	11	1	10	1.411	0.235
1	12	1	1	0.061	0.805
1	12	1	2	0.058	0.810
1	12	1	3	0.059	0.808
1	12	1	4	0.056	0.812
1	12	1	5	0.060	0.807
1	12	1	6	0.057	0.812
1	12	1	7	0.055	0.814
1	12	1	8	0.056	0.813
1	12	1	9	0.061	0.805
1	12	1	10	0.057	0.811
1	13	1	1	5.061	0.024
1	13	1	2	5.074	0.024
1	13	1	3	5.009	0.025
1	13	1	4	5.079	0.024
1	13	1	5	5.030	0.025
1	13	1	6	5.075	0.024
1	13	1	7	5.109	0.024
1	13	1	8	5.099	0.024
1	13	1	9	5.119	0.024
1	13	1	10	5.051	0.025
1	14	1	1	0.300	0.584
1	14	1	2	0.311	0.577
1	14	1	3	0.318	0.573
1	14	1	4	0.305	0.581
1	14	1	5	0.306	0.580
1	14	1	6	0.303	0.582
1	14	1	7	0.325	0.569
1	14	1	8	0.313	0.576
1	14	1	9	0.312	0.577
1	14	1	10	0.321	0.571
1	15	1	1	2.999	0.083
1	15	1	2	2.990	0.084
1	15	1	3	2.996	0.083
1	15	1	4	2.970	0.085
1	15	1	5	3.032	0.082
1	15	1	6	2.981	0.084
1	15	1	7	3.050	0.081
1	15	1	8	2.997	0.083
1	15	1	9	3.001	0.083
1	15	1	10	2.973	0.085
1	16	1	1	0.674	0.412
1	16	1	2	0.662	0.416
1	16	1	3	0.659	0.417
1	16	1	4	0.674	0.412
1	16	1	5	0.656	0.418
1	16	1	6	0.658	0.417
1	16	1	7	0.662	0.416
1	16	1	8	0.664	0.415
1	16	1	9	0.656	0.418
1	16	1	10	0.662	0.416
1	17	1	1	0.020	0.886
1	17	1	2	0.021	0.884
1	17	1	3	0.021	0.885
1	17	1	4	0.021	0.885
1	17	1	5	0.021	0.884
1	17	1	6	0.020	0.888
1	17	1	7	0.020	0.888
1	17	1	8	0.022	0.883
1	17	1	9	0.021	0.885
1	17	1	10	0.020	0.888
1	18	1	1	1.021	0.312
1	18	1	2	1.020	0.312
1	18	1	3	1.050	0.306
1	18	1	4	1.047	0.306
1	18	1	5	1.034	0.309
1	18	1	6	1.039	0.308
1	18	1	7	1.057	0.304
1	18	1	8	1.018	0.313
1	18	1	9	1.044	0.307
1	18	1	10	1.039	0.308
1	19	1	1	0.718	0.397
1	19	1	2	0.715	0.398
1	19	1	3	0.700	0.403
1	19	1	4	0.712	0.399
1	19	1	5	0.731	0.392
1	19	1	6	0.710	0.399
1	19	1	7	0.718	0.397
1	19	1	8	0.707	0.401
1	19	1	9	0.703	0.402
1	19	1	10	0.698	0.404
1	20	1	1	0.139	0.709
1	20	1	2	0.136	0.712
1	20	1	3	0.126	0.723
1	20	1	4	0.143	0.705
1	20	1	5	0.141	0.707
1	20	1	6	0.131	0.718
1	20	1	7	0.129	0.720
1	20	1	8	0.135	0.713
1	20	1	9	0.134	0.715
1	20	1	10	0.130	0.719
1	21	1	1	0.001	0.977
1	21	1	2	0.001	0.980
1	21	1	3	0.000	0.987
1	21	1	4	0.001	0.971
1	21	1	5	0.001	0.975
1	21	1	6	0.001	0.982
1	21	1	7	0.000	0.987
1	21	1	8	0.000	0.986
1	21	1	9	0.000	0.982
1	21	1	10	0.001	0.981
1	22	1	1	1.121	0.290
1	22	1	2	1.131	0.288
1	22	1	3	1.165	0.280
1	22	1	4	1.103	0.294
1	22	1	5	1.148	0.284
1	22	1	6	1.131	0.288
1	22	1	7	1.157	0.282
1	22	1	8	1.136	0.287
1	22	1	9	1.124	0.289
1	22	1	10	1.124	0.289
1	23	1	1	2.491	0.114
1	23	1	2	2.490	0.115
1	23	1	3	2.492	0.114
1	23	1	4	2.452	0.117
1	23	1	5	2.488	0.115
1	23	1	6	2.491	0.115
1	23	1	7	2.430	0.119
1	23	1	8	2.474	0.116
1	23	1	9	2.461	0.117
1	23	1	10	2.480	0.115
1	24	1	1	3.667	0.055
1	24	1	2	3.636	0.057
1	24	1	3	3.623	0.057
1	24	1	4	3.655	0.056
